t v x
2.788 -0.0131913 0.0238915
2.79 -0.0188074 0.0238651
2.792 -0.024407 0.0238275
2.794 -0.0299877 0.0237787
2.796 -0.0355471 0.0237187
2.798 -0.041083 0.0236476
2.8 -0.0465931 0.0235654
2.802 -0.0520749 0.0234722
2.804 -0.0575262 0.0233681
2.806 -0.0629447 0.023253
2.808 -0.0683282 0.0231271
2.81 -0.0736742 0.0229905
2.812 -0.0789805 0.0228431
2.814 -0.0842448 0.0226852
2.816 -0.089465 0.0225167
2.818 -0.0946386 0.0223378
2.82 -0.0997635 0.0221485
2.822 -0.104837 0.0219489
2.824 -0.109858 0.0217393
2.826 -0.114824 0.0215196
2.828 -0.119731 0.0212899
2.83 -0.124579 0.0210504
2.832 -0.129365 0.0208013
2.834 -0.134087 0.0205426
2.836 -0.138742 0.0202744
2.838 -0.143329 0.0199969
2.84 -0.147845 0.0197102
2.842 -0.152289 0.0194146
2.844 -0.156658 0.01911
2.846 -0.16095 0.0187967
2.848 -0.165163 0.0184748
2.85 -0.169295 0.0181444
2.852 -0.173344 0.0178058
2.854 -0.177308 0.0174592
2.856 -0.181185 0.0171045
2.858 -0.184974 0.0167422
2.86 -0.188671 0.0163722
2.862 -0.192276 0.0159949
2.864 -0.195786 0.0156103
2.866 -0.1992 0.0152188
2.868 -0.202516 0.0148204
2.87 -0.205732 0.0144153
2.872 -0.208845 0.0140039
2.874 -0.211856 0.0135862
2.876 -0.214761 0.0131625
2.878 -0.21756 0.0127329
2.88 -0.22025 0.0122978
2.882 -0.22283 0.0118573
2.884 -0.225299 0.0114117
2.886 -0.227655 0.0109611
2.888 -0.229896 0.0105057
2.89 -0.232022 0.010046
2.892 -0.23403 0.00958191
2.894 -0.23592 0.00911385
2.896 -0.23769 0.00864201
2.898 -0.23934 0.00816663
2.9 -0.240867 0.00768795
2.902 -0.242271 0.00720622
2.904 -0.243551 0.00672167
2.906 -0.244706 0.00623457
2.908 -0.245734 0.00574516
2.91 -0.246636 0.00525369
2.912 -0.247409 0.00476042
2.914 -0.248055 0.0042656
2.916 -0.24857 0.00376949
2.918 -0.248957 0.00327235
2.92 -0.249212 0.00277444
2.922 -0.249337 0.00227601
2.924 -0.249331 0.00177734
2.926 -0.249192 0.00127868
2.928 -0.248923 0.000780294
2.93 -0.24852 0.000282449
2.932 -0.247986 -0.000214592
2.934 -0.24732 -0.000710564
2.936 -0.246521 -0.0012052
2.938 -0.24559 -0.00169825
2.94 -0.244528 -0.00218943
2.942 -0.243334 -0.00267848
2.944 -0.242008 -0.00316515
2.946 -0.240552 -0.00364917
2.948 -0.238965 -0.00413027
2.95 -0.237249 -0.0046082
2.952 -0.235404 -0.0050827
2.954 -0.233431 -0.00555351
2.956 -0.23133 -0.00602037
2.958 -0.229103 -0.00648303
2.96 -0.226751 -0.00694123
2.962 -0.224274 -0.00739474
2.964 -0.221674 -0.00784328
2.966 -0.218953 -0.00828663
2.968 -0.216111 -0.00872454
2.97 -0.21315 -0.00915676
2.972 -0.210072 -0.00958306
2.974 -0.206878 -0.0100032
2.976 -0.203571 -0.010417
2.978 -0.200151 -0.0108241
2.98 -0.196621 -0.0112244
2.982 -0.192982 -0.0116176
2.984 -0.189237 -0.0120036
2.986 -0.185388 -0.0123821
2.988 -0.181437 -0.0127529
2.99 -0.177386 -0.0131157
2.992 -0.173238 -0.0134705
2.994 -0.168996 -0.013817
2.996 -0.16466 -0.014155
2.998 -0.160235 -0.0144843
3 -0.155723 -0.0148048
3.002 -0.151127 -0.0151162
3.004 -0.146449 -0.0154185
3.006 -0.141692 -0.0157114
3.008 -0.136859 -0.0159947
3.01 -0.131953 -0.0162685
3.012 -0.126978 -0.0165324
3.014 -0.121935 -0.0167863
3.016 -0.116829 -0.0170302
3.018 -0.111663 -0.0172639
3.02 -0.106439 -0.0174872
3.022 -0.101161 -0.0177001
3.024 -0.0958328 -0.0179024
3.026 -0.0904571 -0.018094
3.028 -0.0850374 -0.018275
3.03 -0.0795773 -0.018445
3.032 -0.07408 -0.0186042
3.034 -0.0685492 -0.0187523
3.036 -0.0629882 -0.0188894
3.038 -0.0574006 -0.0190154
3.04 -0.05179 -0.0191302
3.042 -0.0461598 -0.0192338
3.044 -0.0405136 -0.0193261
3.046 -0.034855 -0.0194072
3.048 -0.0291876 -0.0194769
3.05 -0.0235148 -0.0195352
3.052 -0.0178403 -0.0195823
3.054 -0.0121677 -0.0196179
3.056 -0.00650032 -0.0196423
3.058 -0.000841855 -0.0196553
3.06 0.00480422 -0.019657
3.062 0.0104344 -0.0196474
3.064 0.0160453 -0.0196265
3.066 0.0216333 -0.0195944
3.068 0.0271952 -0.0195511
3.07 0.0327274 -0.0194967
3.072 0.0382267 -0.0194313
3.074 0.0436897 -0.0193548
3.076 0.0491132 -0.0192675
3.078 0.0544939 -0.0191692
3.08 0.0598287 -0.0190602
3.082 0.0651143 -0.0189406
3.084 0.0703478 -0.0188104
3.086 0.075526 -0.0186697
3.088 0.0806461 -0.0185186
3.09 0.085705 -0.0183573
3.092 0.0906999 -0.0181859
3.094 0.095628 -0.0180045
3.096 0.100487 -0.0178132
3.098 0.105273 -0.0176123
3.1 0.109984 -0.0174017
3.102 0.114619 -0.0171818
3.104 0.119173 -0.0169525
3.106 0.123645 -0.0167142
3.108 0.128032 -0.0164669
3.11 0.132333 -0.0162108
3.112 0.136545 -0.0159462
3.114 0.140665 -0.0156731
3.116 0.144693 -0.0153917
3.118 0.148625 -0.0151024
3.12 0.15246 -0.0148051
3.122 0.156197 -0.0145002
3.124 0.159833 -0.0141878
3.126 0.163367 -0.0138681
3.128 0.166797 -0.0135414
3.13 0.170122 -0.0132078
3.132 0.173341 -0.0128675
3.134 0.176452 -0.0125209
3.136 0.179454 -0.012168
3.138 0.182345 -0.0118091
3.14 0.185126 -0.0114444
3.142 0.187794 -0.0110741
3.144 0.190348 -0.0106985
3.146 0.192789 -0.0103178
3.148 0.195115 -0.00993225
3.15 0.197326 -0.00954202
3.152 0.19942 -0.00914737
3.154 0.201398 -0.00874853
3.156 0.203259 -0.00834573
3.158 0.205003 -0.00793921
3.16 0.206629 -0.0075292
3.162 0.208137 -0.00711595
3.164 0.209527 -0.00669967
3.166 0.210798 -0.00628062
3.168 0.211952 -0.00585902
3.17 0.212988 -0.00543512
3.172 0.213905 -0.00500915
3.174 0.214705 -0.00458133
3.176 0.215387 -0.00415193
3.178 0.215952 -0.00372115
3.18 0.2164 -0.00328925
3.182 0.216732 -0.00285645
3.184 0.216948 -0.00242298
3.186 0.217049 -0.00198908
3.188 0.217035 -0.00155499
3.19 0.216907 -0.00112092
3.192 0.216666 -0.000687101
3.194 0.216312 -0.000253769
3.196 0.215847 0.000178856
3.198 0.215271 0.00061055
3.2 0.214585 0.00104109
3.202 0.21379 0.00147026
3.204 0.212888 0.00189784
3.206 0.211879 0.00232362
3.208 0.210764 0.00274738
3.21 0.209545 0.00316891
3.212 0.208222 0.00358799
3.214 0.206798 0.00400444
3.216 0.205273 0.00441803
3.218 0.203648 0.00482858
3.22 0.201926 0.00523588
3.222 0.200106 0.00563973
3.224 0.198192 0.00603994
3.226 0.196184 0.00643632
3.228 0.194083 0.00682869
3.23 0.191892 0.00721686
3.232 0.189611 0.00760064
3.234 0.187243 0.00797986
3.236 0.184789 0.00835435
3.238 0.18225 0.00872393
3.24 0.179628 0.00908842
3.242 0.176925 0.00944768
3.244 0.174143 0.00980153
3.246 0.171283 0.0101498
3.248 0.168347 0.0104924
3.25 0.165337 0.0108291
3.252 0.162254 0.0111598
3.254 0.159101 0.0114843
3.256 0.155878 0.0118025
3.258 0.152589 0.0121142
3.26 0.149234 0.0124194
3.262 0.145816 0.0127179
3.264 0.142336 0.0130095
3.266 0.138796 0.0132942
3.268 0.135198 0.0135718
3.27 0.131545 0.0138422
3.272 0.127837 0.0141052
3.274 0.124077 0.0143609
3.276 0.120267 0.0146091
3.278 0.116409 0.0148496
3.28 0.112504 0.0150824
3.282 0.108555 0.0153074
3.284 0.104563 0.0155245
3.286 0.100531 0.0157337
3.288 0.0964596 0.0159347
3.29 0.0923519 0.0161277
3.292 0.0882095 0.0163124
3.294 0.0840344 0.0164888
3.296 0.0798285 0.0166568
3.298 0.0755937 0.0168165
3.3 0.0713322 0.0169677
3.302 0.0670458 0.0171104
3.304 0.0627365 0.0172444
3.306 0.0584063 0.0173699
3.308 0.0540573 0.0174867
3.31 0.0496912 0.0175948
3.312 0.0453103 0.0176942
3.314 0.0409163 0.0177848
3.316 0.0365113 0.0178667
3.318 0.0320973 0.0179397
3.32 0.0276763 0.0180039
3.322 0.0232502 0.0180593
3.324 0.018821 0.0181058
3.326 0.0143906 0.0181434
3.328 0.00996108 0.0181722
3.33 0.00553434 0.0181921
3.332 0.00111234 0.0182032
3.334 -0.00330295 0.0182054
3.336 -0.0077096 0.0181988
3.338 -0.0121056 0.0181834
3.34 -0.0164892 0.0181592
3.342 -0.0208582 0.0181262
3.344 -0.0252109 0.0180845
3.346 -0.0295452 0.018034
3.348 -0.0338593 0.0179749
3.35 -0.0381512 0.0179072
3.352 -0.0424192 0.0178309
3.354 -0.0466611 0.0177461
3.356 -0.0508753 0.0176528
3.358 -0.0550597 0.017551
3.36 -0.0592126 0.0174409
3.362 -0.0633321 0.0173225
3.364 -0.0674163 0.0171958
3.366 -0.0714634 0.017061
3.368 -0.0754716 0.016918
3.37 -0.0794391 0.0167671
3.372 -0.083364 0.0166082
3.374 -0.0872445 0.0164415
3.376 -0.091079 0.016267
3.378 -0.0948656 0.0160848
3.38 -0.0986026 0.0158951
3.382 -0.102288 0.0156979
3.384 -0.105921 0.0154933
3.386 -0.109499 0.0152815
3.388 -0.11302 0.0150625
3.39 -0.116483 0.0148365
3.392 -0.119887 0.0146035
3.394 -0.123229 0.0143637
3.396 -0.126508 0.0141173
3.398 -0.129723 0.0138642
3.4 -0.132871 0.0136048
3.402 -0.135952 0.0133391
3.404 -0.138963 0.0130672
3.406 -0.141904 0.0127892
3.408 -0.144773 0.0125054
3.41 -0.147568 0.0122159
3.412 -0.150288 0.0119207
3.414 -0.152932 0.0116202
3.416 -0.155498 0.0113143
3.418 -0.157984 0.0110033
3.42 -0.16039 0.0106873
3.422 -0.162715 0.0103666
3.424 -0.164957 0.0100411
3.426 -0.167114 0.00971121
3.428 -0.169186 0.00937698
3.43 -0.171172 0.00903861
3.432 -0.17307 0.00869626
3.434 -0.174879 0.00835012
3.436 -0.176599 0.00800037
3.438 -0.178227 0.00764717
3.44 -0.179765 0.00729072
3.442 -0.181209 0.00693119
3.444 -0.182561 0.00656877
3.446 -0.183818 0.00620365
3.448 -0.18498 0.00583601
3.45 -0.186046 0.00546605
3.452 -0.187015 0.00509396
3.454 -0.187888 0.00471993
3.456 -0.188663 0.00434415
3.458 -0.189339 0.00396683
3.46 -0.189917 0.00358815
3.462 -0.190395 0.00320832
3.464 -0.190774 0.00282753
3.466 -0.191052 0.00244598
3.468 -0.19123 0.00206388
3.47 -0.191308 0.00168141
3.472 -0.191285 0.0012988
3.474 -0.191161 0.000916229
3.476 -0.190935 0.000533908
3.478 -0.190609 0.000152037
3.48 -0.190182 -0.000229182
3.482 -0.189654 -0.000609546
3.484 -0.189025 -0.000988854
3.486 -0.188295 -0.0013669
3.488 -0.187465 -0.00174349
3.49 -0.186535 -0.00211842
3.492 -0.185505 -0.00249149
3.494 -0.184377 -0.0028625
3.496 -0.183149 -0.00323126
3.498 -0.181823 -0.00359756
3.5 -0.1804 -0.0039612
3.502 -0.17888 -0.004322
3.504 -0.177263 -0.00467976
3.506 -0.175551 -0.00503429
3.508 -0.173745 -0.00538539
3.51 -0.171846 -0.00573288
3.512 -0.169853 -0.00607657
3.514 -0.16777 -0.00641628
3.516 -0.165596 -0.00675182
3.518 -0.163332 -0.00708301
3.52 -0.160981 -0.00740967
3.522 -0.158543 -0.00773163
3.524 -0.156019 -0.00804872
3.526 -0.153412 -0.00836076
3.528 -0.150722 -0.00866758
3.53 -0.147951 -0.00896902
3.532 -0.1451 -0.00926493
3.534 -0.142172 -0.00955513
3.536 -0.139167 -0.00983947
3.538 -0.136089 -0.0101178
3.54 -0.132937 -0.01039
3.542 -0.129715 -0.0106559
3.544 -0.126424 -0.0109153
3.546 -0.123066 -0.0111681
3.548 -0.119643 -0.0114143
3.55 -0.116157 -0.0116536
3.552 -0.112611 -0.0118859
3.554 -0.109005 -0.0121111
3.556 -0.105343 -0.0123291
3.558 -0.101627 -0.0125398
3.56 -0.0978579 -0.012743
3.562 -0.0940394 -0.0129388
3.564 -0.0901733 -0.0131268
3.566 -0.086262 -0.0133072
3.568 -0.0823078 -0.0134797
3.57 -0.0783131 -0.0136443
3.572 -0.0742804 -0.0138009
3.574 -0.0702121 -0.0139495
3.576 -0.0661107 -0.0140899
3.578 -0.0619787 -0.0142222
3.58 -0.0578186 -0.0143461
3.582 -0.053633 -0.0144617
3.584 -0.0494243 -0.014569
3.586 -0.0451952 -0.0146679
3.588 -0.0409482 -0.0147583
3.59 -0.036686 -0.0148401
3.592 -0.032411 -0.0149135
3.594 -0.028126 -0.0149783
3.596 -0.0238334 -0.0150346
3.598 -0.019536 -0.0150823
3.6 -0.0152362 -0.0151213
3.602 -0.0109368 -0.0151518
3.604 -0.00664018 -0.0151737
3.606 -0.00234905 -0.015187
3.608 0.00193406 -0.0151917
3.61 0.00620659 -0.0151878
3.612 0.010466 -0.0151754
3.614 0.0147097 -0.0151544
3.616 0.0189353 -0.015125
3.618 0.0231403 -0.0150872
3.62 0.0273221 -0.0150409
3.622 0.0314784 -0.0149862
3.624 0.0356068 -0.0149233
3.626 0.0397047 -0.0148521
3.628 0.04377 -0.0147726
3.63 0.0478002 -0.0146851
3.632 0.0517931 -0.0145895
3.634 0.0557464 -0.0144859
3.636 0.0596578 -0.0143744
3.638 0.0635253 -0.0142551
3.64 0.0673466 -0.0141281
3.642 0.0711197 -0.0139934
3.644 0.0748425 -0.0138511
3.646 0.0785129 -0.0137014
3.648 0.082129 -0.0135444
3.65 0.0856889 -0.0133802
3.652 0.0891907 -0.0132088
3.654 0.0926325 -0.0130304
3.656 0.0960126 -0.0128451
3.658 0.0993292 -0.0126531
3.66 0.102581 -0.0124545
3.662 0.105765 -0.0122493
3.664 0.108882 -0.0120378
3.666 0.111928 -0.01182
3.668 0.114903 -0.0115961
3.67 0.117805 -0.0113663
3.672 0.120634 -0.0111307
3.674 0.123386 -0.0108895
3.676 0.126062 -0.0106427
3.678 0.12866 -0.0103906
3.68 0.131179 -0.0101332
3.682 0.133618 -0.00987088
3.684 0.135976 -0.00960364
3.686 0.138252 -0.00933169
3.688 0.140445 -0.00905519
3.69 0.142553 -0.0087743
3.692 0.144578 -0.00848919
3.694 0.146516 -0.00820004
3.696 0.148369 -0.007907
3.698 0.150135 -0.00761027
3.7 0.151814 -0.00731
3.702 0.153405 -0.00700637
3.704 0.154907 -0.00669956
3.706 0.156321 -0.00638975
3.708 0.157646 -0.0060771
3.71 0.158882 -0.00576181
3.712 0.160028 -0.00544405
3.714 0.161084 -0.00512399
3.716 0.162051 -0.00480182
3.718 0.162927 -0.00447772
3.72 0.163714 -0.00415187
3.722 0.164411 -0.00382444
3.724 0.165017 -0.00349562
3.726 0.165534 -0.00316558
3.728 0.165962 -0.00283451
3.73 0.1663 -0.00250259
3.732 0.166549 -0.00216999
3.734 0.166709 -0.00183689
3.736 0.166781 -0.00150347
3.738 0.166764 -0.00116991
3.74 0.16666 -0.000836384
3.742 0.166469 -0.000503064
3.744 0.166191 -0.000170126
3.746 0.165828 0.000162257
3.748 0.165378 0.000493912
3.75 0.164844 0.000824668
3.752 0.164226 0.00115436
3.754 0.163525 0.00148281
3.756 0.162741 0.00180986
3.758 0.161875 0.00213534
3.76 0.160929 0.00245909
3.762 0.159902 0.00278095
3.764 0.158796 0.00310076
3.766 0.157612 0.00341835
3.768 0.15635 0.00373357
3.77 0.155013 0.00404627
3.772 0.1536 0.0043563
3.774 0.152112 0.0046635
3.776 0.150552 0.00496772
3.778 0.148919 0.00526883
3.78 0.147216 0.00556666
3.782 0.145443 0.0058611
3.784 0.143602 0.00615198
3.786 0.141693 0.00643919
3.788 0.139717 0.00672257
3.79 0.137678 0.00700201
3.792 0.135574 0.00727736
3.794 0.133408 0.00754851
3.796 0.131181 0.00781532
3.798 0.128895 0.00807769
3.8 0.12655 0.00833548
3.802 0.124148 0.00858858
3.804 0.121691 0.00883687
3.806 0.119179 0.00908026
3.808 0.116615 0.00931861
3.81 0.114 0.00955185
3.812 0.111334 0.00977984
3.814 0.108621 0.0100025
3.816 0.10586 0.0102198
3.818 0.103053 0.0104315
3.82 0.100203 0.0106376
3.822 0.0973105 0.010838
3.824 0.0943768 0.0110326
3.826 0.0914037 0.0112214
3.828 0.0883926 0.0114042
3.83 0.0853452 0.011581
3.832 0.0822629 0.0117516
3.834 0.0791474 0.0119162
3.836 0.0760001 0.0120745
3.838 0.0728227 0.0122265
3.84 0.0696168 0.0123721
3.842 0.0663838 0.0125113
3.844 0.0631254 0.0126441
3.846 0.0598431 0.0127704
3.848 0.0565387 0.01289
3.85 0.0532136 0.0130031
3.852 0.0498694 0.0131096
3.854 0.0465078 0.0132093
3.856 0.0431303 0.0133023
3.858 0.0397386 0.0133886
3.86 0.0363342 0.013468
3.862 0.0329188 0.0135407
3.864 0.0294939 0.0136066
3.866 0.0260613 0.0136655
3.868 0.0226224 0.0137177
3.87 0.0191788 0.0137629
3.872 0.0157323 0.0138013
3.874 0.0122843 0.0138327
3.876 0.00883643 0.0138573
3.878 0.00539037 0.013875
3.88 0.00194765 0.0138858
3.882 -0.00149013 0.0138896
3.884 -0.00492139 0.0138867
3.886 -0.00834455 0.0138768
3.888 -0.011758 0.0138601
3.89 -0.0151603 0.0138366
3.892 -0.0185497 0.0138063
3.894 -0.0219248 0.0137692
3.896 -0.025284 0.0137253
3.898 -0.0286257 0.0136748
3.9 -0.0319484 0.0136175
3.902 -0.0352507 0.0135536
3.904 -0.0385308 0.0134831
3.906 -0.0417875 0.0134061
3.908 -0.0450191 0.0133225
3.91 -0.0482241 0.0132325
3.912 -0.0514011 0.013136
3.914 -0.0545487 0.0130332
3.916 -0.0576653 0.0129241
3.918 -0.0607495 0.0128088
3.92 -0.0637998 0.0126873
3.922 -0.0668149 0.0125597
3.924 -0.0697933 0.012426
3.926 -0.0727337 0.0122865
3.928 -0.0756346 0.012141
3.93 -0.0784947 0.0119897
3.932 -0.0813126 0.0118327
3.934 -0.084087 0.0116701
3.936 -0.0868166 0.0115019
3.938 -0.0895001 0.0113283
3.94 -0.0921361 0.0111493
3.942 -0.0947235 0.010965
3.944 -0.0972609 0.0107756
3.946 -0.0997472 0.0105811
3.948 -0.102181 0.0103816
3.95 -0.104561 0.0101772
3.952 -0.106887 0.00996808
3.954 -0.109157 0.00975431
3.956 -0.111369 0.009536
3.958 -0.113524 0.00931326
3.96 -0.115619 0.00908621
3.962 -0.117655 0.00885497
3.964 -0.119629 0.00861966
3.966 -0.12154 0.0083804
3.968 -0.123389 0.00813732
3.97 -0.125173 0.00789055
3.972 -0.126892 0.0076402
3.974 -0.128545 0.00738642
3.976 -0.130131 0.00712933
3.978 -0.13165 0.00686906
3.98 -0.1331 0.00660576
3.982 -0.13448 0.00633956
3.984 -0.135791 0.0060706
3.986 -0.137031 0.00579902
3.988 -0.138199 0.00552496
3.99 -0.139296 0.00524856
3.992 -0.140319 0.00496997
3.994 -0.14127 0.00468933
3.996 -0.142146 0.00440679
3.998 -0.142948 0.0041225
4 -0.143676 0.0038366
4.002 -0.144328 0.00354925
4.004 -0.144905 0.00326059
4.006 -0.145405 0.00297079
4.008 -0.14583 0.00267997
4.01 -0.146178 0.00238831
4.012 -0.146448 0.00209596
4.014 -0.146642 0.00180306
4.016 -0.146759 0.00150978
4.018 -0.146799 0.00121626
4.02 -0.146761 0.000922663
4.022 -0.146645 0.000629142
4.024 -0.146452 0.000335851
4.026 -0.146182 4.29464e-05
4.028 -0.145835 -0.000249418
4.03 -0.14541 -0.000541088
4.032 -0.144909 -0.000831909
4.034 -0.144331 -0.00112173
4.036 -0.143676 -0.00141039
4.038 -0.142945 -0.00169774
4.04 -0.142139 -0.00198363
4.042 -0.141256 -0.00226791
4.044 -0.140299 -0.00255042
4.046 -0.139268 -0.00283102
4.048 -0.138162 -0.00310956
4.05 -0.136984 -0.00338588
4.052 -0.135732 -0.00365985
4.054 -0.134408 -0.00393131
4.056 -0.133013 -0.00420013
4.058 -0.131548 -0.00446615
4.06 -0.130012 -0.00472925
4.062 -0.128408 -0.00498927
4.064 -0.126735 -0.00524609
4.066 -0.124995 -0.00549956
4.068 -0.123189 -0.00574955
4.07 -0.121318 -0.00599593
4.072 -0.119382 -0.00623856
4.074 -0.117384 -0.00647733
4.076 -0.115323 -0.0067121
4.078 -0.113202 -0.00694274
4.08 -0.111022 -0.00716915
4.082 -0.108782 -0.00739119
4.084 -0.106486 -0.00760876
4.086 -0.104134 -0.00782173
4.088 -0.101728 -0.00803
4.09 -0.0992692 -0.00823345
4.092 -0.0967586 -0.00843199
4.094 -0.0941979 -0.00862551
4.096 -0.0915886 -0.00881391
4.098 -0.0889323 -0.00899708
4.1 -0.0862306 -0.00917495
4.102 -0.0834849 -0.00934741
4.104 -0.080697 -0.00951438
4.106 -0.0778684 -0.00967577
4.108 -0.0750009 -0.00983151
4.11 -0.0720961 -0.00998151
4.112 -0.0691558 -0.0101257
4.114 -0.0661816 -0.010264
4.116 -0.0631754 -0.0103964
4.118 -0.0601389 -0.0105227
4.12 -0.057074 -0.010643
4.122 -0.0539824 -0.0107572
4.124 -0.050866 -0.0108651
4.126 -0.0477267 -0.0109669
4.128 -0.0445662 -0.0110623
4.13 -0.0413865 -0.0111514
4.132 -0.0381895 -0.0112342
4.134 -0.034977 -0.0113106
4.136 -0.0317509 -0.0113805
4.138 -0.0285132 -0.011444
4.14 -0.0252658 -0.0115011
4.142 -0.0220106 -0.0115516
4.144 -0.0187494 -0.0115956
4.146 -0.0154843 -0.0116331
4.148 -0.012217 -0.0116641
4.15 -0.00894967 -0.0116885
4.152 -0.00568405 -0.0117064
4.154 -0.00242209 -0.0117178
4.156 0.000834321 -0.0117226
4.158 0.00408329 -0.011721
4.16 0.00732294 -0.0117128
4.162 0.0105514 -0.0116982
4.164 0.0137668 -0.0116771
4.166 0.0169673 -0.0116495
4.168 0.0201512 -0.0116156
4.17 0.0233165 -0.0115753
4.172 0.0264614 -0.0115286
4.174 0.0295843 -0.0114757
4.176 0.0326833 -0.0114166
4.178 0.0357568 -0.0113512
4.18 0.038803 -0.0112797
4.182 0.0418201 -0.0112021
4.184 0.0448067 -0.0111184
4.186 0.047761 -0.0110288
4.188 0.0506814 -0.0109333
4.19 0.0535663 -0.0108319
4.192 0.0564142 -0.0107248
4.194 0.0592236 -0.010612
4.196 0.0619929 -0.0104935
4.198 0.0647207 -0.0103695
4.2 0.0674057 -0.0102401
4.202 0.0700463 -0.0101053
4.204 0.0726412 -0.00996519
4.206 0.0751892 -0.00981991
4.208 0.0776888 -0.00966953
4.21 0.080139 -0.00951416
4.212 0.0825383 -0.00935388
4.214 0.0848857 -0.0091888
4.216 0.0871801 -0.00901903
4.218 0.0894202 -0.00884467
4.22 0.0916051 -0.00866583
4.222 0.0937338 -0.00848262
4.224 0.0958052 -0.00829515
4.226 0.0978183 -0.00810354
4.228 0.0997724 -0.0079079
4.23 0.101667 -0.00770836
4.232 0.1035 -0.00750503
4.234 0.105272 -0.00729803
4.236 0.106981 -0.00708748
4.238 0.108627 -0.00687352
4.24 0.11021 -0.00665627
4.242 0.111728 -0.00643585
4.244 0.113182 -0.00621239
4.246 0.11457 -0.00598603
4.248 0.115892 -0.00575689
4.25 0.117148 -0.0055251
4.252 0.118337 -0.00529081
4.254 0.119459 -0.00505413
4.256 0.120513 -0.00481522
4.258 0.1215 -0.00457419
4.26 0.122418 -0.00433119
4.262 0.123269 -0.00408635
4.264 0.124051 -0.00383981
4.266 0.124764 -0.00359171
4.268 0.125409 -0.00334218
4.27 0.125985 -0.00309137
4.272 0.126492 -0.0028394
4.274 0.126931 -0.00258641
4.276 0.127301 -0.00233255
4.278 0.127603 -0.00207795
4.28 0.127836 -0.00182274
4.282 0.128001 -0.00156707
4.284 0.128098 -0.00131107
4.286 0.128127 -0.00105487
4.288 0.128088 -0.000798621
4.29 0.127983 -0.000542444
4.292 0.12781 -0.000286479
4.294 0.127571 -3.08589e-05
4.296 0.127266 0.000224283
4.298 0.126895 0.000478815
4.3 0.126459 0.000732605
4.302 0.125959 0.000985524
4.304 0.125394 0.00123744
4.306 0.124765 0.00148823
4.308 0.124074 0.00173776
4.31 0.12332 0.00198591
4.312 0.122504 0.00223255
4.314 0.121628 0.00247756
4.316 0.120691 0.00272081
4.318 0.119694 0.00296219
4.32 0.118638 0.00320158
4.322 0.117524 0.00343886
4.324 0.116353 0.00367391
4.326 0.115125 0.00390661
4.328 0.113842 0.00413686
4.33 0.112503 0.00436455
4.332 0.111111 0.00458955
4.334 0.109666 0.00481177
4.336 0.108168 0.0050311
4.338 0.106619 0.00524744
4.34 0.10502 0.00546068
4.342 0.103372 0.00567072
4.344 0.101675 0.00587746
4.346 0.0999316 0.00608081
4.348 0.0981416 0.00628068
4.35 0.0963064 0.00647696
4.352 0.0944271 0.00666957
4.354 0.0925048 0.00685843
4.356 0.0905405 0.00704344
4.358 0.0885354 0.00722452
4.36 0.0864906 0.00740159
4.362 0.0844071 0.00757457
4.364 0.0822862 0.00774339
4.366 0.080129 0.00790796
4.368 0.0779367 0.00806822
4.37 0.0757104 0.00822409
4.372 0.0734513 0.00837551
4.374 0.0711607 0.00852241
4.376 0.0688397 0.00866473
4.378 0.0664895 0.00880241
4.38 0.0641113 0.00893539
4.382 0.0617065 0.00906361
4.384 0.0592761 0.00918703
4.386 0.0568215 0.00930558
4.388 0.0543439 0.00941922
4.39 0.0518445 0.00952791
4.392 0.0493247 0.0096316
4.394 0.0467856 0.00973025
4.396 0.0442285 0.00982382
4.398 0.0416548 0.00991228
4.4 0.0390656 0.00999559
4.402 0.0364623 0.0100737
4.404 0.0338461 0.0101466
4.406 0.0312183 0.0102143
4.408 0.0285802 0.0102768
4.41 0.025933 0.0103339
4.412 0.0232781 0.0103858
4.414 0.0206168 0.0104324
4.416 0.0179502 0.0104736
4.418 0.0152798 0.0105095
4.42 0.0126067 0.01054
4.422 0.00993233 0.0105653
4.424 0.00725787 0.0105851
4.426 0.00458462 0.0105996
4.428 0.00191387 0.0106088
4.43 -0.000753133 0.0106126
4.432 -0.00341511 0.0106111
4.434 -0.00607079 0.0106043
4.436 -0.00871893 0.0105922
4.438 -0.0113583 0.0105747
4.44 -0.0139876 0.010552
4.442 -0.0166055 0.010524
4.444 -0.019211 0.0104908
4.446 -0.0218027 0.0104524
4.448 -0.0243794 0.0104088
4.45 -0.0269399 0.01036
4.452 -0.029483 0.0103062
4.454 -0.0320075 0.0102472
4.456 -0.0345122 0.0101832
4.458 -0.0369959 0.0101141
4.46 -0.0394574 0.0100402
4.462 -0.0418955 0.00996124
4.464 -0.0443092 0.00987745
4.466 -0.0466973 0.00978883
4.468 -0.0490586 0.00969544
4.47 -0.051392 0.00959732
4.472 -0.0536964 0.00949454
4.474 -0.0559707 0.00938714
4.476 -0.0582138 0.0092752
4.478 -0.0604247 0.00915877
4.48 -0.0626022 0.00903793
4.482 -0.0647454 0.00891272
4.484 -0.0668532 0.00878323
4.486 -0.0689247 0.00864952
4.488 -0.0709587 0.00851167
4.49 -0.0729543 0.00836976
4.492 -0.0749106 0.00822385
4.494 -0.0768266 0.00807403
4.496 -0.0787013 0.00792037
4.498 -0.0805339 0.00776297
4.5 -0.0823235 0.0076019
4.502 -0.0840692 0.00743726
